Nombre_pieces,Prix,Adresse,Image_url
2.0,250000.0,Medina,https://images.coinafrique.com/thumb_5322269_uploaded_image1_1746955061.jpg
4.0,600000.0,Dakar Plateau,https://images.coinafrique.com/thumb_5322273_uploaded_image1_1746955275.jpg
3.0,350000.0,Medina,https://images.coinafrique.com/thumb_5322266_uploaded_image1_1746954835.jpg
3.0,290000.0,Fass,https://images.coinafrique.com/thumb_5322261_uploaded_image1_1746954599.jpg
2.0,375000.0,Almadies,https://images.coinafrique.com/thumb_5358958_uploaded_image1_1748974665.jpg
4.0,500000.0,Yoff,https://images.coinafrique.com/thumb_5313031_uploaded_image1_1746460361.jpg
4.0,900000.0,Yoff,https://images.coinafrique.com/thumb_5316331_uploaded_image1_1746631386.jpg
4.0,800000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5316270_uploaded_image1_1746629965.jpg
2.0,200000.0,Sicap Liberté,https://images.coinafrique.com/thumb_5316233_uploaded_image1_1746628859.jpg
3.0,550000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5316234_uploaded_image1_1746628908.jpg
3.0,350000.0,Yoff,https://images.coinafrique.com/thumb_5316200_uploaded_image1_1746627426.jpg
4.0,185000000.0,Point E,https://images.coinafrique.com/thumb_5349678_uploaded_image1_1748443743.jpg
4.0,400000.0,Yoff,https://images.coinafrique.com/thumb_5316196_uploaded_image1_1746627221.jpg
3.0,75000000.0,Yoff,https://images.coinafrique.com/thumb_5331425_uploaded_image1_1747404655.jpg
4.0,55000000.0,Mariste,https://images.coinafrique.com/thumb_5325766_uploaded_image1_1747140859.jpg
2.0,300000.0,Dakar,https://images.coinafrique.com/thumb_5358490_uploaded_image1_1748956308.jpg
4.0,350000.0,Yoff,https://images.coinafrique.com/thumb_5315974_uploaded_image1_1746619340.jpg
4.0,315000.0,Yoff,https://images.coinafrique.com/thumb_5315963_uploaded_image1_1746619024.jpg
4.0,190000000.0,Point E,https://images.coinafrique.com/thumb_5331035_uploaded_image1_1747394553.jpg
3.0,300000.0,Fass,https://images.coinafrique.com/thumb_5335146_uploaded_image1_1747652757.jpg
3.0,130000.0,Mbao,https://images.coinafrique.com/thumb_5357876_uploaded_image1_1748940119.jpg
4.0,70000000.0,Sicap Liberté,https://images.coinafrique.com/thumb_5314821_uploaded_image1_1746551309.jpg
4.0,671000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5311952_uploaded_image1_1746407131.jpg
2.0,200000.0,Ouakam,https://images.coinafrique.com/thumb_5314768_uploaded_image1_1746548781.jpg
5.0,1500000.0,Almadies,https://images.coinafrique.com/thumb_5314399_uploaded_image1_1746535484.jpg
4.0,85000000.0,Dakar,https://images.coinafrique.com/thumb_5356464_uploaded_image1_1748870627.jpg
2.0,,Sicap Liberté,https://images.coinafrique.com/thumb_5314207_uploaded_image1_1746529952.jpg
3.0,350000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5356188_uploaded_image1_1748861944.jpg
3.0,155000.0,Dakar,https://images.coinafrique.com/thumb_5356026_uploaded_image1_1748856832.jpg
4.0,600000.0,Dakar,https://images.coinafrique.com/thumb_5355672_uploaded_image1_1748824779.jpg
3.0,410000.0,Dakar,https://images.coinafrique.com/thumb_5355662_uploaded_image1_1748823813.jpg
3.0,600000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5355241_uploaded_image1_1748807517.jpg
3.0,450000.0,Yoff,https://images.coinafrique.com/thumb_5310175_uploaded_image1_1746287708.jpg
4.0,600000.0,Dakar,https://images.coinafrique.com/thumb_5355164_uploaded_image1_1748804545.jpg
3.0,300000.0,Yoff,https://images.coinafrique.com/thumb_5310164_uploaded_image1_1746287020.jpg
5.0,160000000.0,Dakar,https://images.coinafrique.com/thumb_5355136_uploaded_image1_1748803423.jpg
5.0,750000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5327486_uploaded_image1_1747228251.jpg
2.0,175000.0,Ouest Foire,https://images.coinafrique.com/thumb_5354730_uploaded_image1_1748780730.jpg
5.0,325000.0,Ouest Foire,https://images.coinafrique.com/thumb_5312544_uploaded_image1_1746444826.jpg
4.0,850000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5312526_uploaded_image1_1746444553.jpg
4.0,38000000.0,Dakar,https://images.coinafrique.com/thumb_5354597_uploaded_image1_1748773681.jpg
3.0,250000.0,Dieuppeul-Derklé,https://images.coinafrique.com/thumb_5354588_uploaded_image1_1748773386.jpg
3.0,850000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5354450_uploaded_image1_1748765275.jpg
4.0,200000.0,Dakar,https://images.coinafrique.com/thumb_5353729_uploaded_image1_1748710285.jpg
3.0,175000.0,Dakar,https://images.coinafrique.com/thumb_5353721_uploaded_image1_1748710160.jpg
3.0,250000.0,Ouakam,https://images.coinafrique.com/thumb_5352630_uploaded_image1_1748629196.jpg
4.0,500000.0,Almadies,https://images.coinafrique.com/thumb_5352409_uploaded_image1_1748618401.jpg
2.0,450000.0,Point E,https://images.coinafrique.com/thumb_5351704_uploaded_image1_1748573242.jpg
4.0,500000.0,Almadies,https://images.coinafrique.com/thumb_5311839_uploaded_image1_1746398359.jpg
4.0,400000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5351453_uploaded_image1_1748551795.jpg
3.0,500000.0,Yoff,https://images.coinafrique.com/thumb_5351138_uploaded_image1_1748618708.jpg
3.0,400000.0,Sicap Liberté,https://images.coinafrique.com/thumb_5351110_uploaded_image1_1748533190.jpg
4.0,550000.0,Mamelles,https://images.coinafrique.com/thumb_5307517_uploaded_image1_1746147409.jpg
4.0,518000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5307534_uploaded_image1_1746148068.jpg
4.0,550000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5307681_uploaded_image1_1746163158.jpg
4.0,1500000.0,Point E,https://images.coinafrique.com/thumb_5307682_uploaded_image1_1746163534.jpg
4.0,400000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5307673_uploaded_image1_1746161823.jpg
3.0,300000.0,Yoff,https://images.coinafrique.com/thumb_5350391_uploaded_image1_1748480547.jpg
3.0,300000.0,Sicap foire,https://images.coinafrique.com/thumb_5349993_uploaded_image1_1748457707.jpg
3.0,550000.0,Mamelles,https://images.coinafrique.com/thumb_5305553_uploaded_image1_1746040825.jpg
4.0,550000.0,Mamelles,https://images.coinafrique.com/thumb_5305549_uploaded_image1_1746040638.jpg
4.0,850000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5305187_uploaded_image1_1746025088.jpg
3.0,95000000.0,Sipres,https://images.coinafrique.com/thumb_5305130_uploaded_image1_1746022409.jpg
4.0,800000.0,Point E,https://images.coinafrique.com/thumb_5304795_uploaded_image1_1746010937.jpg
4.0,100000.0,Almadies 2,https://images.coinafrique.com/thumb_5347133_uploaded_image1_1748302958.jpg
5.0,200000.0,Diamniadio,https://images.coinafrique.com/thumb_5346372_uploaded_image1_1748271155.jpg
3.0,140000.0,Keur Massar,https://images.coinafrique.com/thumb_5303182_uploaded_image1_1745923589.jpg
2.0,180000.0,Ngaparou,https://images.coinafrique.com/thumb_5303132_uploaded_image1_1745921889.jpg
3.0,400000.0,Almadies,https://images.coinafrique.com/thumb_5322281_uploaded_image1_1746955920.jpg
4.0,500000.0,Almadies,https://images.coinafrique.com/thumb_5322280_uploaded_image1_1746955813.jpg
,,Almadies,https://images.coinafrique.com/thumb_5330632_uploaded_image1_1747380485.jpg
7.0,2000000.0,Almadies,https://images.coinafrique.com/thumb_5305691_uploaded_image2_1746048763.jpeg
3.0,550000.0,Ngor,https://images.coinafrique.com/thumb_5305148_uploaded_image1_1746023222.jpg
3.0,400000.0,Almadies,https://images.coinafrique.com/thumb_5305579_uploaded_image1_1746042054.jpg
2.0,160000.0,Medina,https://images.coinafrique.com/thumb_5344640_uploaded_image1_1748181887.jpg
4.0,45000000.0,Mariste,https://images.coinafrique.com/thumb_5301462_uploaded_image1_1745833457.jpg
4.0,500000.0,Sicap Liberté,https://images.coinafrique.com/thumb_5299210_uploaded_image1_1745660348.jpg
3.0,250000.0,Hann Bel-Air,https://images.coinafrique.com/thumb_5343744_uploaded_image1_1748102770.jpg
2.0,300000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5300603_uploaded_image1_1745759344.jpg
4.0,400000.0,Mamelles,https://images.coinafrique.com/thumb_5300581_uploaded_image1_1745758642.jpg
,1100000.0,Almadies,https://images.coinafrique.com/thumb_5301605_uploaded_image1_1745837593.jpg
7.0,700000.0,Sacré-Coeur,https://images.coinafrique.com/thumb_5300508_uploaded_image1_1745754822.jpg
4.0,193990000.0,Point E,https://images.coinafrique.com/thumb_5300494_uploaded_image1_1745754251.jpg
4.0,135000.0,Thies,https://images.coinafrique.com/thumb_5342553_uploaded_image1_1748030286.jpg
2.0,225000.0,Almadies,https://images.coinafrique.com/thumb_5299943_uploaded_image1_1745694029.jpg
5.0,3500000.0,Fann,https://images.coinafrique.com/thumb_5299938_uploaded_image1_1745693705.jpg
5.0,3000000.0,Fann,https://images.coinafrique.com/thumb_5299932_uploaded_image1_1745693437.jpg
4.0,400000.0,Yoff,https://images.coinafrique.com/thumb_5296639_uploaded_image1_1745509309.jpg
5.0,575000.0,Yoff,https://images.coinafrique.com/thumb_5295160_uploaded_image1_1745436673.jpg
2.0,1200000.0,Fann,https://images.coinafrique.com/thumb_5341914_uploaded_image1_1748006232.jpg
1.0,140000.0,Grand Dakar,https://images.coinafrique.com/thumb_5341502_uploaded_image1_1747984761.jpg
2.0,45000.0,Dakar,https://images.coinafrique.com/thumb_5341381_uploaded_image1_1747966703.jpg
2.0,250000.0,Almadies,https://images.coinafrique.com/thumb_5340891_uploaded_image1_1747936009.jpg
4.0,350000.0,Yoff,https://images.coinafrique.com/thumb_5340778_uploaded_image1_1747930119.jpg
2.0,200000.0,Ngor,https://images.coinafrique.com/thumb_5340763_uploaded_image1_1747929641.jpg
5.0,2000000.0,Almadies,https://images.coinafrique.com/thumb_5294322_uploaded_image1_1745410640.jpg
,1380000.0,Fann,https://images.coinafrique.com/thumb_5297865_uploaded_image1_1745579546.03.jpeg
2.0,160000.0,Almadies 2,https://images.coinafrique.com/thumb_5340348_uploaded_image1_1747914541.jpg
3.0,300000.0,Sicap Liberté,https://images.coinafrique.com/thumb_5340337_uploaded_image1_1747914332.jpg
4.0,350000.0,Sicap Liberté,https://images.coinafrique.com/thumb_5340329_uploaded_image1_1747914032.jpg
3.0,130000.0,Rufisque,https://images.coinafrique.com/thumb_5340018_uploaded_image1_1747903392.jpg
1.0,55000.0,Dakar Plateau,https://images.coinafrique.com/thumb_5339152_uploaded_image1_1747850963.jpg
4.0,450000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5291581_uploaded_image1_1745258293.jpg
5.0,500000.0,Yoff,https://images.coinafrique.com/thumb_5339017_uploaded_image1_1747846353.jpg
2.0,300000.0,Dakar,https://images.coinafrique.com/thumb_5339009_uploaded_image1_1747846122.jpg
4.0,300000.0,Mariste,https://images.coinafrique.com/thumb_5338817_uploaded_image1_1747838263.jpg
3.0,130000.0,Rufisque,https://images.coinafrique.com/thumb_5338367_uploaded_image1_1747826896.jpg
4.0,1000000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5338214_uploaded_image1_1747821344.jpg
4.0,1300000.0,Point E,https://images.coinafrique.com/thumb_5294562_uploaded_image1_1745416398.jpg
4.0,275000.0,Mariste,https://images.coinafrique.com/thumb_5296949_uploaded_image1_1745523017.jpg
2.0,175000.0,Ouest Foire,https://images.coinafrique.com/thumb_5336941_uploaded_image1_1747746680.jpg
3.0,260000.0,Ouest Foire,https://images.coinafrique.com/thumb_5336938_uploaded_image1_1747746531.jpg
3.0,100000000.0,Almadies,https://images.coinafrique.com/thumb_5336027_uploaded_image1_1747684643.jpg
3.0,350000.0,Mamelles,https://images.coinafrique.com/thumb_5336020_uploaded_image1_1747684256.jpg
4.0,500000.0,Almadies,https://images.coinafrique.com/thumb_5293074_uploaded_image1_1745340860.jpg
4.0,600000.0,Almadies,https://images.coinafrique.com/thumb_5293025_uploaded_image1_1745339058.jpg
4.0,550000.0,Mamelles,https://images.coinafrique.com/thumb_5335772_uploaded_image1_1747673141.jpg
4.0,500000.0,Mamelles,https://images.coinafrique.com/thumb_5335379_uploaded_image1_1747659390.jpg
3.0,450000.0,Mamelles,https://images.coinafrique.com/thumb_5334501_uploaded_image1_1747605319.jpg
2.0,185000.0,Mariste,https://images.coinafrique.com/thumb_5334124_uploaded_image1_1747583094.jpg
,350000.0,Ngor,https://images.coinafrique.com/thumb_5334018_uploaded_image1_1747577318.jpg
4.0,40000000.0,Diamniadio,https://images.coinafrique.com/thumb_5333422_uploaded_image1_1747523221.jpg
3.0,225000.0,Mariste,https://images.coinafrique.com/thumb_5332919_uploaded_image1_1747493572.jpg
3.0,300000.0,Mamelles,https://images.coinafrique.com/thumb_5332912_uploaded_image1_1747493203.jpg
3.0,300000.0,Mamelles,https://images.coinafrique.com/thumb_5332863_uploaded_image1_1747490123.jpg
4.0,38000000.0,Dakar,https://images.coinafrique.com/thumb_5332822_uploaded_image1_1747487664.jpg
4.0,400000.0,Mariste,https://images.coinafrique.com/thumb_5332085_uploaded_image1_1747434606.jpg
4.0,630000.0,Dakar,https://images.coinafrique.com/thumb_5332084_uploaded_image1_1747434439.jpg
2.0,300000.0,Ngor,https://images.coinafrique.com/thumb_5330275_uploaded_image1_1747343822.jpg
3.0,78000000.0,Mamelles,https://images.coinafrique.com/thumb_5291694_uploaded_image1_1745262494.jpg
5.0,95000000.0,Ouest Foire,https://images.coinafrique.com/thumb_5291675_uploaded_image1_1745261902.jpg
4.0,450000.0,Sacré-Coeur,https://images.coinafrique.com/thumb_5330219_uploaded_image1_1747342380.jpg
2.0,160000.0,Parcelle Assainies,https://images.coinafrique.com/thumb_5291649_uploaded_image1_1745260887.jpg
4.0,35000000.0,Mariste,https://images.coinafrique.com/thumb_5300901_uploaded_image1_1745780930.jpg
4.0,150000000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5300878_uploaded_image1_1745779864.jpg
5.0,700000.0,Dakar,https://images.coinafrique.com/thumb_5326235_uploaded_image1_1747162324.jpg
3.0,225000.0,Ouakam,https://images.coinafrique.com/thumb_5300817_uploaded_image1_1745774894.jpg
4.0,675000.0,Dakar,https://images.coinafrique.com/thumb_5328085_uploaded_image1_1747248170.jpg
4.0,1200000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5326214_uploaded_image1_1747161047.jpg
1.0,150000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5328021_uploaded_image1_1747246484.jpg
4.0,650000.0,Mariste,https://images.coinafrique.com/thumb_5331850_uploaded_image1_1747419579.jpg
4.0,1800000.0,Almadies,https://images.coinafrique.com/thumb_5331838_uploaded_image1_1747419003.jpg
4.0,500000.0,Yoff,https://images.coinafrique.com/thumb_5289453_uploaded_image1_1745083463.jpg
4.0,450000.0,Ouest Foire,https://images.coinafrique.com/thumb_5286445_uploaded_image1_1744903723.jpg
4.0,325000.0,Ouest Foire,https://images.coinafrique.com/thumb_5327955_uploaded_image1_1747244476.jpg
3.0,225000.0,Dakar,https://images.coinafrique.com/thumb_5327939_uploaded_image1_1747244050.jpg
4.0,450000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5327909_uploaded_image1_1747242795.jpg
3.0,300000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5327902_uploaded_image1_1747242205.jpg
4.0,950000.0,Dakar,https://images.coinafrique.com/thumb_5331747_uploaded_image1_1747415660.jpg
4.0,675000.0,Dakar,https://images.coinafrique.com/thumb_5331726_uploaded_image1_1747414911.jpg
3.0,90000000.0,Sacré-Coeur,https://images.coinafrique.com/thumb_5291337_uploaded_image1_1745247037.jpg
3.0,375000.0,Dakar,https://images.coinafrique.com/thumb_5331680_uploaded_image1_1747413512.jpg
3.0,311000.0,Sicap Liberté,https://images.coinafrique.com/thumb_5331678_uploaded_image1_1747413334.jpg
3.0,300000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5331668_uploaded_image1_1747412935.jpg
2.0,225000.0,Hann Bel-Air,https://images.coinafrique.com/thumb_5331663_uploaded_image1_1747412554.jpg
5.0,2200000.0,Point E,https://images.coinafrique.com/thumb_5296543_uploaded_image1_1745505179.jpg
2.0,330000.0,Ouakam,https://images.coinafrique.com/thumb_5296516_uploaded_image1_1745503791.jpg
4.0,1700000.0,Point E,https://images.coinafrique.com/thumb_5296428_uploaded_image1_1745500188.jpg
3.0,1200000.0,Point E,https://images.coinafrique.com/thumb_5296393_uploaded_image1_1745499254.jpg
5.0,1500000.0,Almadies,https://images.coinafrique.com/thumb_5331460_uploaded_image1_1747405628.jpg
4.0,850000.0,Sacré-Coeur,https://images.coinafrique.com/thumb_5303394_uploaded_image1_1745930675.jpg
2.0,200000.0,Mariste,https://images.coinafrique.com/thumb_5331202_uploaded_image1_1747398070.jpg
2.0,200000.0,Almadies,https://images.coinafrique.com/thumb_5330973_uploaded_image1_1747392731.jpg
4.0,600000.0,Yoff,https://images.coinafrique.com/thumb_5330954_uploaded_image1_1747392502.jpg
3.0,275000.0,Ouakam,https://images.coinafrique.com/thumb_5299025_uploaded_image1_1745646865.jpg
4.0,300000.0,Ouest Foire,https://images.coinafrique.com/thumb_5293687_uploaded_image1_1745384049.jpg
4.0,500000.0,Dakar,https://images.coinafrique.com/thumb_5325098_uploaded_image1_1747111176.jpg
3.0,50000000.0,Dakar,https://images.coinafrique.com/thumb_5325091_uploaded_image1_1747110440.jpg
3.0,350000.0,Almadies,https://images.coinafrique.com/thumb_5290679_uploaded_image1_1745192246.jpg
3.0,300000.0,Almadies,https://images.coinafrique.com/thumb_5290557_uploaded_image1_1745184424.jpg
4.0,900000.0,Mamelles,https://images.coinafrique.com/thumb_5288272_uploaded_image1_1744994372.jpg
3.0,350000.0,Mamelles,https://images.coinafrique.com/thumb_5288283_uploaded_image1_1744994717.jpg
3.0,500000.0,Mamelles,https://images.coinafrique.com/thumb_5288277_uploaded_image1_1744994506.jpg
4.0,630000.0,Yoff,https://images.coinafrique.com/thumb_5329844_uploaded_image1_1747328636.jpg
2.0,330000.0,Ouakam,https://images.coinafrique.com/thumb_5284645_uploaded_image1_1744810299.jpg
,300000.0,Sicap Liberté,https://images.coinafrique.com/thumb_5329421_uploaded_image1_1747313918.jpg
4.0,350000.0,Sicap Liberté,https://images.coinafrique.com/thumb_5329045_uploaded_image1_1747302944.jpg
3.0,175000.0,Rufisque,https://images.coinafrique.com/thumb_5328313_uploaded_image1_1747256288.jpg
4.0,400000.0,Sicap Liberté,https://images.coinafrique.com/thumb_5286746_uploaded_image1_1744916135.jpg
3.0,350000.0,Sipres,https://images.coinafrique.com/thumb_5328093_uploaded_image1_1747248286.jpg
4.0,350000.0,Ouakam,https://images.coinafrique.com/thumb_5286640_uploaded_image1_1744910778.jpg
3.0,400000.0,Dakar Plateau,https://images.coinafrique.com/thumb_5284937_uploaded_image1_1744819191.jpg
4.0,230000000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5327031_uploaded_image1_1747214124.jpg
4.0,375000.0,Yoff,https://images.coinafrique.com/thumb_5326772_uploaded_image1_1747186757.jpg
3.0,400000.0,Almadies,https://images.coinafrique.com/thumb_5288304_uploaded_image1_1744996735.jpg
4.0,200000.0,Thies,https://images.coinafrique.com/thumb_5326151_uploaded_image1_1747157904.jpg
4.0,200000.0,Thies,https://images.coinafrique.com/thumb_5326122_uploaded_image1_1747155440.jpg
3.0,300000.0,Sicap Liberté,https://images.coinafrique.com/thumb_5284647_uploaded_image1_1744810411.jpg
2.0,20000.0,Ouest Foire,https://images.coinafrique.com/thumb_5325779_uploaded_image1_1747141461.jpg
,250000.0,Yoff,https://images.coinafrique.com/thumb_5325359_uploaded_image1_1747128657.jpg
3.0,250000.0,Grand Yoff,https://images.coinafrique.com/thumb_5325043_uploaded_image1_1747103736.jpg
5.0,750000.0,Mamelles,https://images.coinafrique.com/thumb_5324983_uploaded_image1_1747096596.jpg
5.0,1500000.0,Almadies,https://images.coinafrique.com/thumb_5324565_uploaded_image1_1747076869.jpg
3.0,68000000.0,Dakar,https://images.coinafrique.com/thumb_5324564_uploaded_image1_1747076750.jpg
4.0,1200000.0,Ngor,https://images.coinafrique.com/thumb_5320030_uploaded_image1_1746806070.jpg
3.0,600000.0,Ngor,https://images.coinafrique.com/thumb_5319998_uploaded_image1_1746804844.jpg
3.0,225000.0,Mariste,https://images.coinafrique.com/thumb_5323937_uploaded_image1_1747057163.jpg
3.0,160000.0,HLM,https://images.coinafrique.com/thumb_5323646_uploaded_image1_1747049076.jpg
5.0,240000.0,Pikine,https://images.coinafrique.com/thumb_5322868_uploaded_image1_1746997045.jpg
,240000.0,Pikine,https://images.coinafrique.com/thumb_5322846_uploaded_image1_1746995510.jpg
4.0,350000.0,Sicap Liberté,https://images.coinafrique.com/thumb_5281651_uploaded_image1_1744654508.jpg
2.0,380000.0,Almadies,https://images.coinafrique.com/thumb_5322525_uploaded_image1_1746978137.jpg
4.0,38000000.0,Dakar,https://images.coinafrique.com/thumb_5322523_uploaded_image1_1746977571.jpg
3.0,350000.0,Ouest Foire,https://images.coinafrique.com/thumb_5281304_uploaded_image1_1744641001.jpg
4.0,175000000.0,Almadies,https://images.coinafrique.com/thumb_5321345_uploaded_image1_1746881526.jpg
2.0,150000.0,Mbao,https://images.coinafrique.com/thumb_5321168_uploaded_image1_1746874774.jpg
3.0,225000.0,Keur Massar,https://images.coinafrique.com/thumb_5321152_uploaded_image1_1746874024.jpg
3.0,300000.0,Sicap Liberté,https://images.coinafrique.com/thumb_5278878_uploaded_image1_1744480914.jpg
5.0,25000.0,Mariste,https://images.coinafrique.com/thumb_5318826_uploaded_image1_1746744251.jpg
3.0,900000.0,Almadies,https://images.coinafrique.com/thumb_5277596_uploaded_image1_1744391820.jpg
4.0,500000.0,Yoff,https://images.coinafrique.com/thumb_5277517_uploaded_image1_1744388734.jpg
5.0,350000.0,Ouakam,https://images.coinafrique.com/thumb_5273917_uploaded_image1_1744207885.jpg
3.0,900000.0,Mamelles,https://images.coinafrique.com/thumb_5318153_uploaded_image1_1746718609.jpg
4.0,400000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5317026_uploaded_image1_1746664238.jpg
4.0,550000.0,Sicap Liberté,https://images.coinafrique.com/thumb_5276075_uploaded_image1_1744312055.jpg
5.0,1500000.0,Mamelles,https://images.coinafrique.com/thumb_5275980_uploaded_image1_1744307467.jpg
2.0,65000000.0,Ngor,https://images.coinafrique.com/thumb_5271578_uploaded_image1_1744107710.jpg
3.0,250000.0,Dakar,https://images.coinafrique.com/thumb_5316352_uploaded_image1_1746631933.jpg
4.0,40000.0,Sacré-Coeur,https://images.coinafrique.com/thumb_5316127_uploaded_image1_1746624160.jpg
4.0,800000.0,Almadies,https://images.coinafrique.com/thumb_5316032_uploaded_image1_1746621019.jpg
3.0,178500.0,Dakar,https://images.coinafrique.com/thumb_5292582_uploaded_image1_1745319730.jpg
4.0,600000.0,Yoff,https://images.coinafrique.com/thumb_5297723_uploaded_image1_1745574748.jpg
4.0,600000.0,Yoff,https://images.coinafrique.com/thumb_5297715_uploaded_image1_1745574499.jpg
2.0,160000.0,Ouakam,https://images.coinafrique.com/thumb_5315464_uploaded_image1_1746601409.jpg
3.0,170000.0,Dakar,https://images.coinafrique.com/thumb_5274803_uploaded_image1_1744244956.jpg
4.0,700000.0,Ouakam,https://images.coinafrique.com/thumb_5285426_uploaded_image1_1744845010.jpg
3.0,185000.0,Dakar,https://images.coinafrique.com/thumb_5288612_uploaded_image1_1745017006.jpg
3.0,360000.0,Sacré-Coeur,https://images.coinafrique.com/thumb_5315186_uploaded_image1_1746571147.jpg
3.0,225000.0,Dakar,https://images.coinafrique.com/thumb_5305729_uploaded_image1_1746051262.jpg
3.0,250000.0,Dakar,https://images.coinafrique.com/thumb_5305715_uploaded_image1_1746050235.jpg
3.0,200000.0,Dakar,https://images.coinafrique.com/thumb_5305699_uploaded_image1_1746049066.jpg
3.0,400000.0,Dakar,https://images.coinafrique.com/thumb_5315055_uploaded_image1_1746561795.jpg
4.0,250.0,Dakar,https://images.coinafrique.com/thumb_5315020_uploaded_image1_1746560390.jpg
3.0,350000.0,Yoff,https://images.coinafrique.com/thumb_5315002_uploaded_image1_1746559246.jpg
4.0,48500000.0,Dakar,https://images.coinafrique.com/thumb_5314699_uploaded_image1_1746545839.jpg
3.0,550000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5314670_uploaded_image1_1746544552.jpg
4.0,48500000.0,Dakar,https://images.coinafrique.com/thumb_5273451_uploaded_image1_1744196954.jpg
4.0,365000.0,Mamelles,https://images.coinafrique.com/thumb_5314252_uploaded_image1_1746531602.jpg
4.0,700000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5314096_uploaded_image1_1746526132.jpg
3.0,400000.0,Ouakam,https://images.coinafrique.com/thumb_5276381_uploaded_image1_1744329698.jpg
2.0,250000.0,Guediawaye,https://images.coinafrique.com/thumb_5313501_uploaded_image1_1746482354.jpg
2.0,120000.0,Dakar,https://images.coinafrique.com/thumb_5309043_uploaded_image1_1746219107.jpg
3.0,180000.0,Dakar,https://images.coinafrique.com/thumb_5308787_uploaded_image1_1746210689.jpg
3.0,450000.0,Yoff,https://images.coinafrique.com/thumb_5313063_uploaded_image1_1746461921.jpg
4.0,200000.0,Dakar,https://images.coinafrique.com/thumb_5294699_uploaded_image1_1745421087.jpg
4.0,400000.0,Sicap Liberté,https://images.coinafrique.com/thumb_5272069_uploaded_image1_1744120711.jpg
4.0,500000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5272000_uploaded_image1_1744118753.jpg
3.0,75000000.0,Dakar,https://images.coinafrique.com/thumb_5312685_uploaded_image1_1746448883.jpg
2.0,650000.0,Dakar,https://images.coinafrique.com/thumb_5277091_uploaded_image1_1744371776.jpg
4.0,500000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5312466_uploaded_image1_1746441836.jpg
4.0,200000.0,Dakar,https://images.coinafrique.com/thumb_5311977_uploaded_image1_1746409033.jpg
5.0,2600000.0,Almadies,https://images.coinafrique.com/thumb_5311966_uploaded_image1_1746408395.jpg
3.0,350000.0,Sacré-Coeur,https://images.coinafrique.com/thumb_5311934_uploaded_image1_1746404723.jpg
4.0,450000.0,Sicap Liberté,https://images.coinafrique.com/thumb_5311888_uploaded_image1_1746400529.jpg
4.0,285000.0,Mariste,https://images.coinafrique.com/thumb_5270512_uploaded_image1_1744050227.jpg
4.0,1500000.0,Almadies,https://images.coinafrique.com/thumb_5270267_uploaded_image1_1744041059.jpg
3.0,1300000.0,Point E,https://images.coinafrique.com/thumb_5274030_uploaded_image1_1744210562.jpg
3.0,80000.0,Almadies,https://images.coinafrique.com/thumb_5311248_uploaded_image1_1746370908.jpg
10.0,810000.0,Dakar Plateau,https://images.coinafrique.com/thumb_5311192_uploaded_image1_1746368027.jpg
4.0,450000.0,Ouest Foire,https://images.coinafrique.com/thumb_5269908_uploaded_image1_1744029183.jpg
5.0,106150000.0,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5310996_uploaded_image1_1746353873.jpg
1.0,140000.0,Ouest Foire,https://images.coinafrique.com/thumb_5310971_uploaded_image1_1746352864.jpg
4.0,200000.0,Ngor,https://images.coinafrique.com/thumb_5310955_uploaded_image1_1746351991.jpg
