Superficie,Prix,Adresse,Image_url
3002.0,4000000.0,Toubab Dialao,https://images.coinafrique.com/thumb_5331026_uploaded_image1_1747394312.jpg
300.0,5000000.0,Thies,https://images.coinafrique.com/thumb_5337555_uploaded_image1_1747773815.jpg
900.0,16000000.0,Thies,https://images.coinafrique.com/thumb_5298554_uploaded_image1_1745607134.jpg
200.0,3500000.0,Thies,https://images.coinafrique.com/thumb_5337467_uploaded_image1_1747768537.jpg
2252.0,400000.0,Dakar,https://images.coinafrique.com/thumb_5337013_uploaded_image1_1747749879.jpg
,27000000.0,Mbao,https://images.coinafrique.com/thumb_5294367_uploaded_image1_1745411901.13.jpeg
,40000000.0,Saly,https://images.coinafrique.com/thumb_5294357_uploaded_image1_1745411699.05.jpeg
,15000000.0,Keur Massar,https://images.coinafrique.com/thumb_5294353_uploaded_image1_1745411596.25.jpeg
,20000000.0,Almadies 2,https://images.coinafrique.com/thumb_5294348_uploaded_image1_1745411446.29.jpeg
,18000000.0,Keur Massar,https://images.coinafrique.com/thumb_5294345_uploaded_image1_1745411318.38.jpeg
3002.0,7000000.0,Saint Louis,https://images.coinafrique.com/thumb_5336472_uploaded_image1_1747723122.jpg
250.0,8000000.0,Thies,https://images.coinafrique.com/thumb_5336145_uploaded_image1_1747688910.jpg
,85000000.0,Diamniadio,https://images.coinafrique.com/thumb_5335779_uploaded_image1_1747673513.jpg
280.0,30000000.0,Saly,https://images.coinafrique.com/thumb_5335409_uploaded_image1_1747660439.jpg
300.0,2500000.0,Thies,https://images.coinafrique.com/thumb_5292560_uploaded_image1_1745318759.jpg
150.0,69900000.0,Ouest Foire,https://images.coinafrique.com/thumb_5289570_uploaded_image1_1745090947.jpg
225.0,15000000.0,Diamniadio,https://images.coinafrique.com/thumb_5334156_uploaded_image1_1747584581.jpg
225.0,3500000.0,Malikounda,https://images.coinafrique.com/thumb_5294730_uploaded_image1_1745422180.jpg
1502.0,,Dakar,https://images.coinafrique.com/thumb_5333997_uploaded_image1_1747575832.jpg
1802.0,4500000.0,Thies,https://images.coinafrique.com/thumb_5294156_uploaded_image1_1745406267.jpg
150.0,15000000.0,Rufisque,https://images.coinafrique.com/thumb_5333536_uploaded_image1_1747541885.jpg
1502.0,9500000.0,Medina,https://images.coinafrique.com/thumb_5333262_uploaded_image1_1747511898.jpg
1502.0,2000000.0,Thies,https://images.coinafrique.com/thumb_5332998_uploaded_image1_1747497819.jpg
150.0,19000000.0,Keur Massar,https://images.coinafrique.com/thumb_5332984_uploaded_image1_1747497173.jpg
150.0,85000000.0,Yoff,https://images.coinafrique.com/thumb_5332941_uploaded_image1_1747495263.jpg
350.0,8500000.0,Lac rose,https://images.coinafrique.com/thumb_5332192_uploaded_image1_1747440539.jpg
150.0,45000000.0,Guediawaye,https://images.coinafrique.com/thumb_5330261_uploaded_image1_1747343332.jpg
925.0,95000000.0,Saly,https://images.coinafrique.com/thumb_5300922_uploaded_image1_1745782115.jpg
150.0,30000000.0,Guediawaye,https://images.coinafrique.com/thumb_5331758_uploaded_image1_1747415922.jpg
601.0,900000.0,Dakar,https://images.coinafrique.com/thumb_5331732_uploaded_image1_1747415011.jpg
1502.0,1800000.0,Rufisque,https://images.coinafrique.com/thumb_5330474_uploaded_image1_1747355201.jpg
150.0,1800000.0,Saly,https://images.coinafrique.com/thumb_5284698_uploaded_image1_1744811916.jpg
300.0,15000000.0,Lac rose,https://images.coinafrique.com/thumb_5329670_uploaded_image2_1747322561.jpeg
225.0,135000000.0,Yoff,https://images.coinafrique.com/thumb_5329512_uploaded_image1_1747316893.jpg
1502.0,9500000.0,Mbour,https://images.coinafrique.com/thumb_5328758_uploaded_image1_1747285411.jpg
150.0,12000000.0,Dakar,https://images.coinafrique.com/thumb_5328666_uploaded_image1_1747273767.jpg
225.0,300000.0,Thies,https://images.coinafrique.com/thumb_5327789_uploaded_image2_1747237700.jpeg
190.0,16500000.0,Dakar,https://images.coinafrique.com/thumb_5327291_uploaded_image1_1747222792.jpg
1502.0,8000000.0,Dakar,https://images.coinafrique.com/thumb_5327164_uploaded_image1_1747217732.jpg
,5000000.0,Keur Massar,https://images.coinafrique.com/thumb_5281288_uploaded_image1_1744640028.57.jpeg
1502.0,8000000.0,Dakar,https://images.coinafrique.com/thumb_5326123_uploaded_image2_1747155452.jpeg
3002.0,,Sacré-Coeur,https://images.coinafrique.com/thumb_5325802_uploaded_image1_1747142666.jpg
180.0,,Mbao,https://images.coinafrique.com/thumb_5325630_uploaded_image2_1747136625.jpeg
1502.0,39000000.0,Guediawaye,https://images.coinafrique.com/thumb_5280632_uploaded_image1_1744616412.jpg
180.0,2600000.0,Diamniadio,https://images.coinafrique.com/thumb_5324294_uploaded_image2_1747068275.jpeg
180.0,1000000.0,Thies,https://images.coinafrique.com/thumb_5323824_uploaded_image1_1747054743.jpg
150.0,15500000.0,Rufisque,https://images.coinafrique.com/thumb_5323390_uploaded_image1_1747039576.jpg
1502.0,4000000.0,Rufisque,https://images.coinafrique.com/thumb_5322633_uploaded_image1_1746984194.jpg
150.0,,Guediawaye,https://images.coinafrique.com/thumb_5322146_uploaded_image1_1746940644.jpg
150.0,,Rufisque,https://images.coinafrique.com/thumb_5322091_uploaded_image1_1746926974.jpg
1209.0,24000000.0,Toubab Dialao,https://images.coinafrique.com/thumb_5321890_uploaded_image1_1746911435.jpg
300.0,15000000.0,Ngaparou,https://images.coinafrique.com/thumb_5321874_uploaded_image1_1746910664.jpg
1502.0,35000000.0,Keur Massar,https://images.coinafrique.com/thumb_5321758_uploaded_image1_1746903079.jpg
180.0,130000000.0,Mariste,https://images.coinafrique.com/thumb_5321647_uploaded_image1_1746896315.jpg
,230.0,Dakar,https://images.coinafrique.com/thumb_5319770_uploaded_image1_1746796489.jpg
6002.0,37000000.0,Mbour,https://images.coinafrique.com/thumb_5319447_uploaded_image1_1746784401.jpg
3002.0,35000000.0,Mbour,https://images.coinafrique.com/thumb_5319436_uploaded_image1_1746784157.jpg
1502.0,7000000.0,Parcelle Assainies,https://images.coinafrique.com/thumb_5319006_uploaded_image1_1746754146.jpg
1602.0,25000000.0,Rufisque,https://images.coinafrique.com/thumb_5318784_uploaded_image1_1746740778.jpg
300.0,400000.0,Thies,https://images.coinafrique.com/thumb_5318285_uploaded_image1_1746722231.jpg
150.0,35000000.0,Guediawaye,https://images.coinafrique.com/thumb_5318174_uploaded_image1_1746719419.jpg
