Type_annonce,Nombre_pieces,Prix,Adresse,Image_url
Vente,4,128500000,Thies,https://images.coinafrique.com/thumb_5085920_uploaded_image1_1733875891.jpg
Vente,3,369000000,Thies,https://images.coinafrique.com/thumb_5085894_uploaded_image1_1733875091.jpg
Vente,6,449500000,Thies,https://images.coinafrique.com/thumb_5085900_uploaded_image1_1733875428.jpg
Location,7,1700000,Almadies,https://images.coinafrique.com/thumb_5089432_uploaded_image1_1734040636.jpg
Vente,3,85000000,Mbour,https://images.coinafrique.com/thumb_5091084_uploaded_image1_1734128692.jpg
Vente,8,35000000,Dakar,https://images.coinafrique.com/thumb_5125277_uploaded_image1_1736347523.jpg
Location,3,450000,Mbour,https://images.coinafrique.com/thumb_5125161_uploaded_image1_1736342892.jpg
Location,4,800000,Sacré-Coeur,https://images.coinafrique.com/thumb_5084223_uploaded_image1_1733789488.jpg
Vente,Non précisé,205000000,Damel,https://images.coinafrique.com/thumb_5124340_uploaded_image1_1736297063.jpg
Vente,7,50000000,Pikine,https://images.coinafrique.com/thumb_5090971_uploaded_image1_1734122420.jpg
Location,6,2500000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5087448_uploaded_image1_1733943351.jpg
Location,6,900000,Sacré-Coeur,https://images.coinafrique.com/thumb_5123740_uploaded_image1_1736268676.jpg
Location,8,3000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5123210_uploaded_image1_1736250757.jpg
Location,7,1600000,Mamelles,https://images.coinafrique.com/thumb_5121690_uploaded_image1_1736175626.jpg
Location,6,1300000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5085184_uploaded_image1_1733838942.jpg
Vente,7,525000000,Parcelle Assainies,https://images.coinafrique.com/thumb_5121451_uploaded_image1_1736165716.jpg
Vente,8,75000000,Parcelle Assainies,https://images.coinafrique.com/thumb_5121439_uploaded_image1_1736165099.jpg
Location,4,Prixsurdemande,Sacré-Coeur,https://images.coinafrique.com/thumb_5121158_uploaded_image1_1736156779.jpg
Vente,12,75000000,Sipres,https://images.coinafrique.com/thumb_5084191_uploaded_image1_1733785818.jpg
Vente,7,190000000,Dakar,https://images.coinafrique.com/thumb_5084182_uploaded_image1_1733785474.jpg
Vente,Non précisé,Prixsurdemande,Almadies,https://images.coinafrique.com/thumb_5120353_uploaded_image1_1736096960.jpg
Vente,1,Prixsurdemande,Yoff,https://images.coinafrique.com/thumb_5120201_uploaded_image1_1736088852.jpg
Vente,4,57000000,Ngaparou,https://images.coinafrique.com/thumb_5120151_uploaded_image1_1736085093.jpg
Location,3,450000,Mbour,https://images.coinafrique.com/thumb_5120146_uploaded_image1_1736084902.jpg
Vente,7,65000000,Thies,https://images.coinafrique.com/thumb_5115765_uploaded_image1_1735823537.jpg
Vente,4,22000000,Keur Massar,https://images.coinafrique.com/thumb_5119999_uploaded_image1_1736077363.jpg
Location,5,1000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5086439_uploaded_image1_1733913063.jpg
Vente,3,480000000,Mbour,https://images.coinafrique.com/thumb_5119502_uploaded_image1_1736026293.jpg
Location,6,1000000,Mamelles,https://images.coinafrique.com/thumb_5085684_uploaded_image1_1733860475.jpg
Location,5,70000,Ngaparou,https://images.coinafrique.com/thumb_5118829_uploaded_image1_1735989323.jpg
Location,6,1500000,Mamelles,https://images.coinafrique.com/thumb_5118417_uploaded_image1_1735953975.jpg
Location,8,4500000,Fann,https://images.coinafrique.com/thumb_5081245_uploaded_image1_1733600907.jpg
Location,7,800000,Mamelles,https://images.coinafrique.com/thumb_5118074_uploaded_image1_1735934177.jpg
Location,8,4000000,Almadies,https://images.coinafrique.com/thumb_5117640_uploaded_image1_1735917758.jpg
Vente,7,125000000,Mbao,https://images.coinafrique.com/thumb_5117530_uploaded_image1_1735913997.jpg
Vente,4,45000000,Almadies,https://images.coinafrique.com/thumb_5117282_uploaded_image1_1735904061.jpg
Location,6,1300000,Diamniadio,https://images.coinafrique.com/thumb_5117044_uploaded_image1_1735896574.jpg
Location,5,700000,Sicap Liberté,https://images.coinafrique.com/thumb_5116978_uploaded_image1_1735894795.jpg
Location,Non précisé,450000,Rufisque,https://images.coinafrique.com/thumb_5116309_uploaded_image1_1735843741.jpg
Vente,4,67000000,Mbao,https://images.coinafrique.com/thumb_5116267_uploaded_image1_1735842162.jpg
villa,4,85000000,Parcelle Assainies,https://images.coinafrique.com/thumb_5115828_uploaded_image1_1735827480.jpg
Location,4,2000000,Point E,https://images.coinafrique.com/thumb_5115783_uploaded_image1_1735824850.jpg
Vente,4,150000000,Sipres,https://images.coinafrique.com/thumb_5115771_uploaded_image1_1735823940.jpg
Vente,Non précisé,85000000,Dakar,https://images.coinafrique.com/thumb_5115762_uploaded_image1_1735823468.jpg
Vente,7,94000000,Sicap foire,https://images.coinafrique.com/thumb_5115592_uploaded_image1_1735818062.jpg
Vente,8,650000000,Sipres,https://images.coinafrique.com/thumb_5115326_uploaded_image2_1735806928.jpeg
Location,4,200000,Keur Massar,https://images.coinafrique.com/thumb_5115130_uploaded_image1_1735777074.jpg
Location,5,2500000,Point E,https://images.coinafrique.com/thumb_5077819_uploaded_image1_1733416174.jpg
Vente,Non précisé,130000000,Saly,https://images.coinafrique.com/thumb_5113964_uploaded_image1_1735649199.jpg
Vente,6,130000000,Saly,https://images.coinafrique.com/thumb_5113956_uploaded_image1_1735648681.jpg
Vente,4,120000000,Mbour,https://images.coinafrique.com/thumb_5111848_uploaded_image1_1735507727.jpg
Llocation,5,1300000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5071065_uploaded_image1_1733130787.jpg
Location,5,600000,Dakar,https://images.coinafrique.com/thumb_5110927_uploaded_image1_1735427517.jpg
Location,4,1500000,Ngor,https://images.coinafrique.com/thumb_5110756_uploaded_image1_1735416116.jpg
Vente,6,280000000,Thies,https://images.coinafrique.com/thumb_5067285_uploaded_image1_1732882177.jpg
Vente,7,320000000,Ngor,https://images.coinafrique.com/thumb_5067187_uploaded_image1_1732879192.jpg
Location,5,800000,Sicap foire,https://images.coinafrique.com/thumb_5065840_uploaded_image1_1732800936.jpg
Vente,8,70000000,Yoff,https://images.coinafrique.com/thumb_5068878_uploaded_image1_1732976772.jpg
Vente,24,75000000,Rufisque,https://images.coinafrique.com/thumb_5068842_uploaded_image1_1732974589.jpg
Vente,9,55000000,Rufisque,https://images.coinafrique.com/thumb_5068824_uploaded_image1_1732973655.jpg
Vente,8,64000000,Parcelle Assainies,https://images.coinafrique.com/thumb_5068724_uploaded_image1_1732970478.jpg
vente,11,125000000,Mbao,https://images.coinafrique.com/thumb_5068715_uploaded_image1_1732970132.jpg
Vente,7,58000000,Rufisque,https://images.coinafrique.com/thumb_5068705_uploaded_image1_1732969564.jpg
Location,4,300000,Almadies,https://images.coinafrique.com/thumb_5108921_uploaded_image1_1735303895.jpg
Vente,4,2500000,Mbour,https://images.coinafrique.com/thumb_5068683_uploaded_image1_1732968461.jpg
Vente,8,450000000,Point E,https://images.coinafrique.com/thumb_5108866_uploaded_image1_1735301456.jpg
Location,6,700000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5064827_uploaded_image1_1732744175.jpg
Location,6,900000,Sacré-Coeur,https://images.coinafrique.com/thumb_5064447_uploaded_image1_1732723507.jpg
Vente,1,Prixsurdemande,Yoff,https://images.coinafrique.com/thumb_5108202_uploaded_image1_1735242708.jpg
Location,6,1700000,Almadies,https://images.coinafrique.com/thumb_5067301_uploaded_image1_1732882500.jpg
vente,3,40000000,Saint Louis,https://images.coinafrique.com/thumb_5107642_uploaded_image1_1735214753.jpg
Location,3,400000,Diamalaye 1,https://images.coinafrique.com/thumb_5106975_uploaded_image1_1735145567.jpg
Vente,8,120000000,Mbao,https://images.coinafrique.com/thumb_5106794_uploaded_image1_1735135907.jpg
Location,6,3500000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5062288_uploaded_image1_1732617930.jpg
vente,5,Prixsurdemande,Dakar,https://images.coinafrique.com/thumb_5106716_uploaded_image1_1735130718.jpg
Location,12,5000000,Sicap Liberté,https://images.coinafrique.com/thumb_5065556_uploaded_image1_1732790848.jpg
Location,6,3500000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5061690_uploaded_image1_1732580294.jpg
Location,4,1700000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5105961_uploaded_image1_1735061576.jpg
Vente,18,750000000,Point E,https://images.coinafrique.com/thumb_5105090_uploaded_image1_1734999973.jpg
Location,7,5000000,Almadies,https://images.coinafrique.com/thumb_5104332_uploaded_image1_1734962708.jpg
Location,6,2500000,Hann Bel-Air,https://images.coinafrique.com/thumb_5062510_uploaded_image1_1732625221.jpg
Vente,7,58000000,Mbao,https://images.coinafrique.com/thumb_5061682_uploaded_image1_1732579197.jpg
Location,8,3000000,Point E,https://images.coinafrique.com/thumb_5103295_uploaded_image1_1734891762.jpg
Location,6,1500000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5058145_uploaded_image1_1732368537.jpg
Vente,9,Prixsurdemande,Mbour,https://images.coinafrique.com/thumb_5102849_uploaded_image1_1734863077.jpg
Vente,6,Prixsurdemande,Dakar,https://images.coinafrique.com/thumb_5102418_uploaded_image1_1734806623.jpg
Vente,2,170000000,Sicap Liberté,https://images.coinafrique.com/thumb_5059381_uploaded_image1_1732458957.jpg
Vente,150,70000000,Grand Yoff,https://images.coinafrique.com/thumb_5058899_uploaded_image1_1732424814.jpg
Vente,6,Prixsurdemande,Mbao,https://images.coinafrique.com/thumb_5100981_uploaded_image1_1734711616.jpg
Location,6,1800000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5054744_uploaded_image1_1732190942.jpg
Vente,3,125000000,Sicap Liberté,https://images.coinafrique.com/thumb_5052926_uploaded_image1_1732099432.jpg
Vente,3,Prixsurdemande,Thies,https://images.coinafrique.com/thumb_5052373_uploaded_image1_1732056932.jpg
Vente,4,130,Mbour,https://images.coinafrique.com/thumb_5098122_uploaded_image1_1734550741.jpg
Location,6,2750000,Almadies,https://images.coinafrique.com/thumb_5051891_uploaded_image1_1732035980.jpg
location,Non précisé,2750000,Mamelles,https://images.coinafrique.com/thumb_5051779_uploaded_image1_1732030160.jpg
Vente,5,150000000,Mbao,https://images.coinafrique.com/thumb_5098002_uploaded_image1_1734543259.jpg
Location,7,1400000,Mamelles,https://images.coinafrique.com/thumb_5051722_uploaded_image1_1732028304.jpg
Vente,11,235000000,Ngaparou,https://images.coinafrique.com/thumb_5097549_uploaded_image1_1734524881.jpg
Vente,7,38599500,Thies,https://images.coinafrique.com/thumb_5049919_uploaded_image1_1731940705.jpg
Vente,4,130000000,Thies,https://images.coinafrique.com/thumb_5049818_uploaded_image1_1731937672.jpg
Vente,3,23950000,Thies,https://images.coinafrique.com/thumb_5049689_uploaded_image1_1731935015.jpg
vente,4,Prixsurdemande,Dakar,https://images.coinafrique.com/thumb_5095949_uploaded_image1_1734442563.jpg
location,6,850000,Sacré-Coeur,https://images.coinafrique.com/thumb_5056327_uploaded_image1_1732273882.jpg
Vente,8,Prixsurdemande,Grand Yoff,https://images.coinafrique.com/thumb_5095741_uploaded_image1_1734434346.jpg
Location,22,Prixsurdemande,Dakar,https://images.coinafrique.com/thumb_5055727_uploaded_image1_1732231873.jpg
Vente,5,130000000,Dakar,https://images.coinafrique.com/thumb_5094239_uploaded_image1_1734357253.jpg
Vente,9,Prixsurdemande,Rufisque,https://images.coinafrique.com/thumb_5094018_uploaded_image1_1734349405.jpg
vente,2,40000000,Thies,https://images.coinafrique.com/thumb_5092438_uploaded_image1_1734227605.jpg
Vente,Non précisé,150000000,Ngaparou,https://images.coinafrique.com/thumb_5091574_uploaded_image1_1734173875.jpg
Vente,4,285000000,Sicap Liberté,https://images.coinafrique.com/thumb_5057233_uploaded_image1_1732310446.jpg
Vente,7,215000000,Sicap Liberté,https://images.coinafrique.com/thumb_5056930_uploaded_image1_1732295133.jpg
Vente,4,Prixsurdemande,Keur Massar,https://images.coinafrique.com/thumb_5090287_uploaded_image1_1734094073.jpg
Vente,5,Prixsurdemande,Keur Massar,https://images.coinafrique.com/thumb_5090276_uploaded_image1_1734093553.jpg
Vente,4,48000000,Dakar,https://images.coinafrique.com/thumb_5090248_uploaded_image1_1734092846.jpg
Location,6,3000000,Almadies,https://images.coinafrique.com/thumb_5041719_uploaded_image1_1731499552.jpg
Location,7,1400000,Mamelles,https://images.coinafrique.com/thumb_5041801_uploaded_image1_1731503023.jpg
Vente,6,670000000,Almadies,https://images.coinafrique.com/thumb_5045401_uploaded_image1_1731671426.jpg
Location,5,1700000,Almadies,https://images.coinafrique.com/thumb_5044409_uploaded_image1_1731617154.jpg
Vente,5,55000000,Parcelle Assainies,https://images.coinafrique.com/thumb_5087489_uploaded_image1_1733946274.jpg
Vente,4,50000000,Keur Massar,https://images.coinafrique.com/thumb_5087475_uploaded_image1_1733945294.jpg
Location,6,3500000,Almadies,https://images.coinafrique.com/thumb_5044187_uploaded_image1_1731605608.jpg
location,10,400000,Saly,https://images.coinafrique.com/thumb_5087218_uploaded_image1_1733933528.jpg
Vente,Non précisé,80000000,Ouest Foire,https://images.coinafrique.com/thumb_5087175_uploaded_image1_1733931871.jpg
Vente,5,270000000,Sicap Liberté,https://images.coinafrique.com/thumb_5043439_uploaded_image1_1731581055.jpg
Vente,8,45000000,Rufisque,https://images.coinafrique.com/thumb_5086547_uploaded_image1_1733915670.jpg
Location,6,2000000,Almadies,https://images.coinafrique.com/thumb_5043400_uploaded_image1_1731579848.jpg
Location,7,3000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5052854_uploaded_image1_1732096984.jpg
Vente,7,750000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5052845_uploaded_image1_1732096690.jpg
Location,6,400000,Mbao,https://images.coinafrique.com/thumb_5043297_uploaded_image1_1731576331.jpg
Vente,Non précisé,100000000,Patte d'oie,https://images.coinafrique.com/thumb_5085228_uploaded_image1_1733840662.jpg
Location,5,1500000,Almadies,https://images.coinafrique.com/thumb_5085195_uploaded_image1_1733839330.jpg
Location,3,60000,Saly,https://images.coinafrique.com/thumb_5085029_uploaded_image1_1733833801.jpg
vente,3,10000000,Niaga,https://images.coinafrique.com/thumb_5084937_uploaded_image1_1733830783.jpg
Vente,10,110000000,Almadies 2,https://images.coinafrique.com/thumb_5084367_uploaded_image1_1733809788.jpg
Vente,8,280000000,Sacré-Coeur,https://images.coinafrique.com/thumb_5084210_uploaded_image1_1733788022.jpg
Vente,3,450000000,Thies,https://images.coinafrique.com/thumb_5036638_uploaded_image1_1731246013.jpg
Vente,4,83000000,Saly,https://images.coinafrique.com/thumb_5083754_uploaded_image1_1733764494.jpg
Vente,8,35000000,Rufisque,https://images.coinafrique.com/thumb_5040067_uploaded_image1_1731420531.jpg
Vente,4,36000000,Mbour,https://images.coinafrique.com/thumb_5039882_uploaded_image1_1731414378.jpg
Vente,4,15900000,Thies,https://images.coinafrique.com/thumb_5039752_uploaded_image1_1731410841.jpg
Vente,4,68000000,Rufisque,https://images.coinafrique.com/thumb_5083325_uploaded_image1_1733746305.jpg
Vente,8,370000000,Dakar,https://images.coinafrique.com/thumb_5083322_uploaded_image1_1733746183.jpg
Vente,4,30000000,Rufisque,https://images.coinafrique.com/thumb_5083302_uploaded_image1_1733745743.jpg
Vente,8,29000000,Keur Massar,https://images.coinafrique.com/thumb_5039709_uploaded_image1_1731409688.jpg
Vente,300,25000,Parcelle Assainies,https://images.coinafrique.com/thumb_5083005_uploaded_image1_1733734472.jpg
Vente,6,26000000,Guediawaye,https://images.coinafrique.com/thumb_5081886_uploaded_image1_1733660323.jpg
vente,7,65000000,Saint Louis,https://images.coinafrique.com/thumb_5081838_uploaded_image1_1733658181.jpg
Vente,10,950000000,Mbour,https://images.coinafrique.com/thumb_5041519_uploaded_image1_1731493108.jpg
Location,3,200000,Sicap Liberté,https://images.coinafrique.com/thumb_5081365_uploaded_image1_1733608901.jpg
Location,6,1000000,Yoff,https://images.coinafrique.com/thumb_5033490_uploaded_image1_1731064700.jpg
Location,3,10000,Sipres,https://images.coinafrique.com/thumb_5080231_uploaded_image1_1733529506.jpg
Vente,7,48000000,Grand Dakar,https://images.coinafrique.com/thumb_5079739_uploaded_image1_1733506001.jpg
Location,5,300000,Rufisque,https://images.coinafrique.com/thumb_5079272_uploaded_image1_1733489660.jpg
location,7,3500000,Almadies,https://images.coinafrique.com/thumb_5034462_uploaded_image1_1731094519.jpg
Location,4,800000,Dakar,https://images.coinafrique.com/thumb_5078037_uploaded_image1_1733423396.jpg
Location,5,700000,Sacré-Coeur,https://images.coinafrique.com/thumb_5077903_uploaded_image1_1733418265.jpg
Location,5,475000,Dakar,https://images.coinafrique.com/thumb_5077542_uploaded_image1_1733407977.jpg
Location,7,1200000,Mamelles,https://images.coinafrique.com/thumb_5077377_uploaded_image1_1733403446.jpg
Location,7,2500000,Mamelles,https://images.coinafrique.com/thumb_5077337_uploaded_image1_1733401622.jpg
Vente,3,45000000,Almadies 2,https://images.coinafrique.com/thumb_5076696_uploaded_image1_1733380076.jpg
Vente,5,Prixsurdemande,Fann,https://images.coinafrique.com/thumb_5076600_uploaded_image1_1733362576.jpg
Vente,4,20000000,Mbour,https://images.coinafrique.com/thumb_5031735_uploaded_image1_1730985443.jpg
Vente,12,75000000,Thies,https://images.coinafrique.com/thumb_5031730_uploaded_image1_1730985302.jpg
Vente,7,80000000,Mbao,https://images.coinafrique.com/thumb_5031708_uploaded_image1_1730984820.jpg
Vente,5,55000000,Mbour,https://images.coinafrique.com/thumb_5031687_uploaded_image1_1730984280.jpg
Vente,15,95000000,Mbao,https://images.coinafrique.com/thumb_5031661_uploaded_image1_1730983828.jpg
Vente,8,29000000,Keur Massar,https://images.coinafrique.com/thumb_5031617_uploaded_image1_1730982429.jpg
Vente,8,65000000,Mbour,https://images.coinafrique.com/thumb_5031586_uploaded_image1_1730981464.jpg
Vente,5,80000000,Thies,https://images.coinafrique.com/thumb_5031551_uploaded_image1_1730980806.jpg
Vente,3,122000000,Saly,https://images.coinafrique.com/thumb_5075103_uploaded_image1_1733302651.jpg
Vente,12,125,Toubab Dialao,https://images.coinafrique.com/thumb_5074659_uploaded_image1_1733268741.jpg
Vente,Non précisé,40000000,Dakar,https://images.coinafrique.com/thumb_5074588_uploaded_image1_1733265401.jpg
Vente,5,325000000,Ngor,https://images.coinafrique.com/thumb_5026224_uploaded_image1_1730725816.jpg
Location,4,150000,Keur Massar,https://images.coinafrique.com/thumb_5074093_uploaded_image1_1733242694.jpg
Vente,Non précisé,160000000,Hann Bel-Air,https://images.coinafrique.com/thumb_5073638_uploaded_image1_1733230128.jpg
Vente,Non précisé,750000000,Dakar,https://images.coinafrique.com/thumb_5073207_uploaded_image1_1733217833.jpg
Location,8,3000000,Yoff,https://images.coinafrique.com/thumb_5028677_uploaded_image1_1730834264.jpg
Vente,5,210000000,Ngaparou,https://images.coinafrique.com/thumb_5072291_uploaded_image1_1733169194.jpg
Location,6,750000,Dakar,https://images.coinafrique.com/thumb_5028124_uploaded_image1_1730815075.jpg
Location,4,47000000,Keur Massar,https://images.coinafrique.com/thumb_5070850_uploaded_image1_1733124016.jpg
vente,Non précisé,160000000,Dakar,https://images.coinafrique.com/thumb_5070719_uploaded_image1_1733103541.jpg
Vente,6,175000000,Keur Massar,https://images.coinafrique.com/thumb_5070697_uploaded_image1_1733100807.jpg
Location,4,300000,Diamniadio,https://images.coinafrique.com/thumb_5064233_uploaded_image1_1732712569.jpg
Location,7,1500000,Dakar,https://images.coinafrique.com/thumb_5068282_uploaded_image1_1732941590.jpg
Location,9,1500000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5020236_uploaded_image1_1730401553.jpg
Vente,6,105000000,Almadies 2,https://images.coinafrique.com/thumb_5019978_uploaded_image1_1730391744.jpg
Vente,11,160000000,Dakar,https://images.coinafrique.com/thumb_5067264_uploaded_image1_1732881630.jpg
Vente,5,300000000,Yoff,https://images.coinafrique.com/thumb_5017858_uploaded_image1_1730286149.jpg
Vente,4,183000000,Diamniadio,https://images.coinafrique.com/thumb_5026581_uploaded_image1_1730737117.jpg
Location,10,2000000,Ouest Foire,https://images.coinafrique.com/thumb_5016098_uploaded_image1_1730201369.jpg
vente,3,35000000,Dakar,https://images.coinafrique.com/thumb_5064047_uploaded_image1_1732706106.jpg
Location,6,3000000,Almadies,https://images.coinafrique.com/thumb_5014041_uploaded_image1_1730072702.jpg
Location,6,4000000,Almadies,https://images.coinafrique.com/thumb_5062145_uploaded_image1_1732614198.jpg
A,7,1000000,Ouakam,https://images.coinafrique.com/thumb_5019385_uploaded_image1_1730371151.jpg
Location,6,1300000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5015860_uploaded_image1_1730192855.jpg
Vente,Non précisé,75000000,Mbour,https://images.coinafrique.com/thumb_5059510_uploaded_image1_1732464219.jpg
Vente,5,Prixsurdemande,Fann,https://images.coinafrique.com/thumb_5058251_uploaded_image1_1732374149.jpg
Location,Non précisé,1500000,Mamelles,https://images.coinafrique.com/thumb_5010993_uploaded_image1_1729858788.jpg
Location,6,1300000,Mamelles,https://images.coinafrique.com/thumb_5056914_uploaded_image1_1732294617.jpg
Vente,5,150000000,Mamelles,https://images.coinafrique.com/thumb_5056777_uploaded_image1_1732290237.jpg
Vente,7,280000000,Ngaparou,https://images.coinafrique.com/thumb_5056641_uploaded_image1_1732284719.jpg
vente,6,105000000,Malikounda,https://images.coinafrique.com/thumb_5055989_uploaded_image1_1732260496.jpg
Vente,6,98000000,Sicap foire,https://images.coinafrique.com/thumb_5055828_uploaded_image1_1732237883.jpg
Location,Non précisé,800000,Dieuppeul-Derklé,https://images.coinafrique.com/thumb_5008060_uploaded_image1_1729700701.jpg
Location,7,2500000,Mamelles,https://images.coinafrique.com/thumb_5011476_uploaded_image1_1729880216.jpg
Vente,3,Prixsurdemande,Lac rose,https://images.coinafrique.com/thumb_5054887_uploaded_image2_1732197012.jpeg
vente,4,135000000,Ngaparou,https://images.coinafrique.com/thumb_5054816_uploaded_image1_1732194255.jpg
vente,4,215000000,Ngaparou,https://images.coinafrique.com/thumb_5054809_uploaded_image1_1732193940.jpg
Vente,7,85000000,Mbao,https://images.coinafrique.com/thumb_5053653_uploaded_image1_1732124114.jpg
Vente,8,450000001,Point E,https://images.coinafrique.com/thumb_5053570_uploaded_image1_1732120755.jpg
Vente,Non précisé,70000000,Mbao,https://images.coinafrique.com/thumb_5053370_uploaded_image1_1732113621.jpg
Vente,7,85000000,Rufisque,https://images.coinafrique.com/thumb_5053364_uploaded_image1_1732112974.jpg
Location,5,1500000,Yoff,https://images.coinafrique.com/thumb_5009105_uploaded_image1_1729766963.jpg
Location,Non précisé,1500000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5004151_uploaded_image1_1729514540.jpg
location,3,1000000,Mamelles,https://images.coinafrique.com/thumb_5051625_uploaded_image1_1732023898.jpg
vente,4,40000000,Almadies 2,https://images.coinafrique.com/thumb_5051591_uploaded_image1_1732022519.jpg
Vente,Non précisé,80000000,Dakar,https://images.coinafrique.com/thumb_5051385_uploaded_image1_1732016474.jpg
Vente,Non précisé,150000000,Dakar,https://images.coinafrique.com/thumb_5051373_uploaded_image1_1732016109.jpg
Location,5,2000000,Ngor,https://images.coinafrique.com/thumb_5050136_uploaded_image1_1731949593.jpg
vente,6,38000000,Mbao,https://images.coinafrique.com/thumb_5049506_uploaded_image1_1731930563.jpg
Vente,3,6000000,Touba,https://images.coinafrique.com/thumb_5048198_uploaded_image1_1731846996.jpg
vente,3,45000000,Mbao,https://images.coinafrique.com/thumb_5047833_uploaded_image1_1731892929.jpg
Location,3,36000,Saly,https://images.coinafrique.com/thumb_5047390_uploaded_image1_1731778217.jpg
Vente,3,110000000,Mbour,https://images.coinafrique.com/thumb_5000497_uploaded_image1_1729258929.jpg
Vente,13,Prixsurdemande,Dakar Plateau,https://images.coinafrique.com/thumb_5002737_uploaded_image1_1729426966.jpg
Vente,1,Prixsurdemande,Colobane,https://images.coinafrique.com/thumb_5002728_uploaded_image1_1729426256.jpg
Vente,4,137000000,Ngaparou,https://images.coinafrique.com/thumb_4999597_uploaded_image1_1729206953.jpg
Vente,Non précisé,250000000,Grand Dakar,https://images.coinafrique.com/thumb_5000186_uploaded_image1_1729246289.jpg
Vente,7,65000000,Thies,https://images.coinafrique.com/thumb_4999377_uploaded_image1_1729195425.jpg
Vente,5,55000000,Ngaparou,https://images.coinafrique.com/thumb_4999628_uploaded_image1_1729208620.jpg
Vente,Non précisé,60000000,Mbour,https://images.coinafrique.com/thumb_4999619_uploaded_image1_1729208221.jpg
Location,5,3000000,Almadies,https://images.coinafrique.com/thumb_4999624_uploaded_image1_1729209608.jpg
Location,4,600000,Saly,https://images.coinafrique.com/thumb_5045754_uploaded_image1_1731684591.jpg
Vente,4,Prixsurdemande,Keur Massar,https://images.coinafrique.com/thumb_5045737_uploaded_image2_1731684279.jpeg
Vente,6,275000000,Yoff,https://images.coinafrique.com/thumb_5001725_uploaded_image1_1729342145.jpg
Vente,2,68000000,Saly,https://images.coinafrique.com/thumb_5045279_uploaded_image1_1731668041.jpg
vente,4,38000000,Rufisque,https://images.coinafrique.com/thumb_5045190_uploaded_image1_1731665713.jpg
Location,6,Prixsurdemande,Dakar Plateau,https://images.coinafrique.com/thumb_5000457_uploaded_image1_1729257391.jpg
Vente,Non précisé,70000000,Diamniadio,https://images.coinafrique.com/thumb_5000385_uploaded_image1_1729253803.03.jpeg
Vente,Non précisé,30000000,Mbao,https://images.coinafrique.com/thumb_5000369_uploaded_image1_1729253270.84.jpeg
Vente,Non précisé,35000000,Mbao,https://images.coinafrique.com/thumb_5000368_uploaded_image1_1729253157.98.jpeg
vente,8,80000000,Guediawaye,https://images.coinafrique.com/thumb_5043484_uploaded_image1_1731582550.jpg
Location,5,350000,Mbao,https://images.coinafrique.com/thumb_4997683_uploaded_image1_1729116442.jpg
Location,6,1500000,Dakar Plateau,https://images.coinafrique.com/thumb_4995349_uploaded_image1_1729012024.jpg
Location,6,1500000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_4995934_uploaded_image1_1729037042.jpg
Vente,7,160000000,Sicap Liberté,https://images.coinafrique.com/thumb_4999472_uploaded_image1_1729200134.jpg
Location,4,900000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5042611_uploaded_image1_1731529041.jpg
Vente,5,Prixsurdemande,Mbour,https://images.coinafrique.com/thumb_5042325_uploaded_image1_1731518321.jpg
location,10,3500000,Almadies,https://images.coinafrique.com/thumb_5041919_uploaded_image1_1731508192.jpg
Vente,7,16500000,Keur Massar,https://images.coinafrique.com/thumb_5041872_uploaded_image1_1731506066.jpg
Vente,4,25000000,Keur Massar,https://images.coinafrique.com/thumb_5041446_uploaded_image1_1731490849.jpg
Vente,8,65000000,Mermoz-Sacré Coeur,https://images.coinafrique.com/thumb_5041159_uploaded_image1_1731476277.jpg
Location,4,150000,Keur Massar,https://images.coinafrique.com/thumb_5040739_uploaded_image1_1731442367.jpg
Vente,12,300000000,Medina,https://images.coinafrique.com/thumb_5040609_uploaded_image1_1731436324.jpg
Vente,7,220000000,Keur Massar,https://images.coinafrique.com/thumb_4992922_uploaded_image1_1728908944.jpg
Location,10,Prixsurdemande,Mbao,https://images.coinafrique.com/thumb_5038891_uploaded_image1_1731357972.jpg
Vente,5,91000000,Keur Massar,https://images.coinafrique.com/thumb_5038222_uploaded_image1_1731331858.jpg
Vente,8,135000000,Grand Yoff,https://images.coinafrique.com/thumb_5037688_uploaded_image1_1731317490.jpg
